ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190166,medium,portal,Employee 3597,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6701 Emp Code 6701 Mobile 98xxxxxx66 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Field Support L1,Agent 04,04-04-2025 04:16:53 AM,,Region South,R&D,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190157,medium,email,Employee 2538,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1740 Emp Code 1740 Mobile 98xxxxxx44 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 30,16-05-2025 10:05:27 AM,17-05-2025 06:18:00 AM,Region North,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190053,medium,portal,Employee 8754,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1002 Emp Code 1002 Mobile 98xxxxxx19 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 34,13-06-2025 05:55:33 PM,14-06-2025 12:07:06 AM,Region North,Regulatory Affairs,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190515,medium,portal,Employee 5934,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1413 Emp Code 1413 Mobile 98xxxxxx34 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Endpoint Team,Agent 12,16-04-2025 03:12:30 AM,,Plant A,Field Sales,Hardware & Devices,Mobile,No
FLD190139,medium,portal,Employee 7594,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3441 Emp Code 3441 Mobile 98xxxxxx41 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 32,24-03-2025 01:51:51 AM,26-03-2025 05:32:12 AM,HQ,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190704,medium,portal,Employee 6403,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6259 Emp Code 6259 Mobile 98xxxxxx93 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 09,25-05-2025 08:36:11 AM,25-05-2025 05:48:00 PM,Region North,Field Sales,,,Yes
FLD190382,medium,portal,Employee 5269,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7352 Emp Code 7352 Mobile 98xxxxxx18 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 35,27-04-2025 05:30:45 AM,29-04-2025 06:40:33 PM,Plant A,Quality,Hardware & Devices,iPad,No
FLD190542,medium,portal,Employee 6198,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5480 Emp Code 5480 Mobile 98xxxxxx98 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,SAP Basis,Agent 24,13-03-2025 02:34:31 AM,15-03-2025 01:29:29 PM,HQ,HR,Application & Software,SAP,Yes
FLD190288,low,email,Employee 8181,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5263 Emp Code 5263 Mobile 98xxxxxx56 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 21,23-03-2025 10:58:49 AM,28-03-2025 04:54:08 AM,Region North,Marketing,Application & Software,DetailPro CLM,Yes
FLD190228,medium,email,Employee 4738,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2473 Emp Code 2473 Mobile 98xxxxxx13 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 09,02-03-2025 02:02:09 AM,04-03-2025 07:42:28 PM,Plant A,Field Sales,Application & Software,SalesTrack CRM,Yes
FLD190242,medium,email,Employee 7206,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2050 Emp Code 2050 Mobile 98xxxxxx60 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 18,17-05-2025 04:18:17 PM,19-05-2025 06:25:56 AM,Region South,HR,Application & Software,SalesTrack CRM,Yes
FLD190089,high,email,Employee 1231,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3446 Emp Code 3446 Mobile 98xxxxxx67 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 05,06-04-2025 03:19:34 AM,07-04-2025 08:13:49 AM,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,No
FLD190274,high,portal,Employee 2513,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6721 Emp Code 6721 Mobile 98xxxxxx84 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 32,16-05-2025 08:48:03 AM,18-05-2025 01:18:32 AM,Region West,Marketing,Application & Software,FieldHub - Reporting & Account,Yes
FLD190378,low,email,Employee 7282,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2645 Emp Code 2645 Mobile 98xxxxxx55 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 28,24-03-2025 06:06:41 PM,26-03-2025 02:56:29 PM,HQ,Supply Chain,Hardware & Devices,iPad,Yes
FLD190429,medium,email,Employee 1621,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5976 Emp Code 5976 Mobile 98xxxxxx44 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 31,17-04-2025 10:23:56 PM,18-04-2025 02:21:20 AM,Region North,Field Sales,Access & Authentication,Login Issues,Yes
FLD190326,low,portal,Employee 3131,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9883 Emp Code 9883 Mobile 98xxxxxx32 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 24,08-05-2025 08:29:58 AM,09-05-2025 03:29:52 AM,Region West,Quality,Hardware & Devices,iPad,Yes
FLD190582,low,email,Employee 5553,Payslip not visible for last month,"Payslip not visible for last month. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3327 Emp Code 3327 Mobile 98xxxxxx77 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,HR Helpdesk,Agent 14,15-04-2025 07:21:46 PM,19-04-2025 02:16:50 AM,Region North,Field Sales,HR & Payroll,Payslip,Yes
FLD190336,low,email,Employee 1376,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3655 Emp Code 3655 Mobile 98xxxxxx40 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 10,25-06-2025 11:49:02 PM,26-06-2025 03:14:53 PM,Region South,Quality,Hardware & Devices,iPad,Yes
FLD190410,low,portal,Employee 8322,Laptop running very slow after update,"Laptop running very slow after update. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3534 Emp Code 3534 Mobile 98xxxxxx32 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 28,10-04-2025 03:47:41 PM,16-04-2025 04:26:36 AM,HQ,Field Sales,Hardware & Devices,Laptop,Yes
FLD190421,medium,email,Employee 1521,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8906 Emp Code 8906 Mobile 98xxxxxx51 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 14,20-06-2025 01:44:42 AM,20-06-2025 05:22:16 AM,Region West,Regulatory Affairs,Access & Authentication,Login Issues,No
FLD190009,high,chat,Employee 3472,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3478 Emp Code 3478 Mobile 98xxxxxx39 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 15,03-04-2025 09:51:09 AM,04-04-2025 02:14:56 PM,Plant A,Marketing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190272,medium,chat,Employee 1176,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7670 Emp Code 7670 Mobile 98xxxxxx14 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 16,11-04-2025 01:10:01 AM,,Plant B,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190276,medium,portal,Employee 4933,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8502 Emp Code 8502 Mobile 98xxxxxx81 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 32,02-06-2025 11:29:13 PM,,Region South,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190583,medium,email,Employee 2437,VPN keeps disconnecting at plant network,"VPN keeps disconnecting at plant network. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9679 Emp Code 9679 Mobile 98xxxxxx12 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Network Team,Agent 07,23-03-2025 04:24:35 AM,25-03-2025 05:40:46 AM,Region South,Field Sales,Network & Connectivity,VPN,Yes
